cotacaoCompra;cotacaoVenda;data
2.1608;2.1616;2006-08-11
2.1597;2.1605;2006-08-14
2.1472;2.148;2006-08-15
2.1321;2.1329;2006-08-16
2.1357;2.1365;2006-08-17
2.1448;2.1456;2006-08-18
2.1353;2.1361;2006-08-21
2.1347;2.1355;2006-08-22
2.1346;2.1354;2006-08-23
2.1515;2.1523;2006-08-24
2.1563;2.1571;2006-08-25
2.1465;2.1473;2006-08-28
2.1411;2.1419;2006-08-29
2.1322;2.133;2006-08-30
2.138;2.1388;2006-08-31
2.146;2.1468;2006-09-01
2.1274;2.1282;2006-09-04
2.128;2.1288;2006-09-05
2.1435;2.1443;2006-09-06
2.1574;2.1582;2006-09-08
2.1743;2.1751;2006-09-11
2.1724;2.1732;2006-09-12
2.1692;2.17;2006-09-13
2.1585;2.1593;2006-09-14
2.1532;2.154;2006-09-15
2.1445;2.1453;2006-09-18
2.151;2.1518;2006-09-19
2.1682;2.169;2006-09-20
2.1961;2.1969;2006-09-21
2.2169;2.2177;2006-09-22
2.218;2.2188;2006-09-25
2.1972;2.198;2006-09-26
2.1852;2.186;2006-09-27
2.1785;2.1793;2006-09-28
2.1734;2.1742;2006-09-29
2.1615;2.1623;2006-10-02
2.1647;2.1655;2006-10-03
2.1668;2.1676;2006-10-04
2.1621;2.1629;2006-10-05
2.1628;2.1636;2006-10-06
2.158;2.1588;2006-10-09
2.1489;2.1497;2006-10-10
2.1538;2.1546;2006-10-11
2.1411;2.1419;2006-10-13
2.1323;2.1331;2006-10-16
2.1353;2.1361;2006-10-17
2.1331;2.1339;2006-10-18
2.1379;2.1387;2006-10-19
2.1449;2.1457;2006-10-20
2.1383;2.1391;2006-10-23
2.1459;2.1467;2006-10-24
2.1502;2.151;2006-10-25
2.1355;2.1363;2006-10-26
2.137;2.1378;2006-10-27
2.1448;2.1456;2006-10-30
2.1422;2.143;2006-10-31
2.1402;2.141;2006-11-01
2.1412;2.142;2006-11-03
2.137;2.1378;2006-11-06
2.1345;2.1353;2006-11-07
2.1456;2.1464;2006-11-08
2.1404;2.1412;2006-11-09
2.1481;2.1489;2006-11-10
2.1612;2.162;2006-11-13
2.1529;2.1537;2006-11-14
2.1509;2.1517;2006-11-16
2.1585;2.1593;2006-11-17
2.1614;2.1622;2006-11-20
2.163;2.1638;2006-11-21
2.1615;2.1623;2006-11-22
2.1675;2.1683;2006-11-23
2.1692;2.17;2006-11-24
2.1792;2.18;2006-11-27
2.1862;2.187;2006-11-28
2.1775;2.1783;2006-11-29
2.166;2.1668;2006-11-30
2.1664;2.1672;2006-12-01
2.1685;2.1693;2006-12-04
2.1552;2.156;2006-12-05
2.152;2.1528;2006-12-06
2.142;2.1428;2006-12-07
2.1434;2.1442;2006-12-08
2.1376;2.1384;2006-12-11
2.1473;2.1481;2006-12-12
2.1451;2.1459;2006-12-13
2.1452;2.146;2006-12-14
2.1462;2.147;2006-12-15
2.1462;2.147;2006-12-18
2.1564;2.1572;2006-12-19
2.1552;2.156;2006-12-20
2.1585;2.1593;2006-12-21
2.151;2.1518;2006-12-22
2.1429;2.1437;2006-12-26
2.1489;2.1497;2006-12-27
2.1372;2.138;2006-12-28
2.1372;2.138;2006-12-29
2.1334;2.1342;2007-01-02
2.1364;2.1372;2007-01-03
2.1421;2.1429;2007-01-04
2.1466;2.1474;2007-01-05
2.1497;2.1505;2007-01-08
2.1498;2.1506;2007-01-09
2.1548;2.1556;2007-01-10
2.1457;2.1465;2007-01-11
2.1413;2.1421;2007-01-12
2.1399;2.1407;2007-01-15
2.1436;2.1444;2007-01-16
2.1342;2.135;2007-01-17
2.1321;2.1329;2007-01-18
2.1299;2.1307;2007-01-19
2.1319;2.1327;2007-01-22
2.136;2.1368;2007-01-23
2.1278;2.1286;2007-01-24
2.1273;2.1281;2007-01-25
2.1352;2.136;2007-01-26
2.1352;2.136;2007-01-29
2.1321;2.1329;2007-01-30
2.1239;2.1247;2007-01-31
2.1085;2.1093;2007-02-01
2.0974;2.0982;2007-02-02
2.0956;2.0964;2007-02-05
2.0825;2.0833;2007-02-06
2.0844;2.0852;2007-02-07
2.0943;2.0951;2007-02-08
2.1025;2.1033;2007-02-09
2.1132;2.114;2007-02-12
2.108;2.1088;2007-02-13
2.0992;2.1;2007-02-14
2.0888;2.0896;2007-02-15
2.0905;2.0913;2007-02-16
2.0794;2.0802;2007-02-21
2.0758;2.0766;2007-02-22
2.086;2.0868;2007-02-23
2.0855;2.0863;2007-02-26
2.1091;2.1099;2007-02-27
2.1174;2.1182;2007-02-28
2.1252;2.126;2007-03-01
2.1266;2.1274;2007-03-02
2.138;2.1388;2007-03-05
2.1201;2.1209;2007-03-06
2.1113;2.1121;2007-03-07
2.1046;2.1054;2007-03-08
2.0975;2.0983;2007-03-09
2.0894;2.0902;2007-03-12
2.0954;2.0962;2007-03-13
2.1036;2.1044;2007-03-14
2.0901;2.0909;2007-03-15
2.0907;2.0915;2007-03-16
2.0784;2.0792;2007-03-19
2.0755;2.0763;2007-03-20
2.0668;2.0676;2007-03-21
2.0594;2.0602;2007-03-22
2.0644;2.0652;2007-03-23
2.0593;2.0601;2007-03-26
2.0629;2.0637;2007-03-27
2.0708;2.0716;2007-03-28
2.0537;2.0545;2007-03-29
2.0496;2.0504;2007-03-30
2.047;2.0478;2007-04-02
2.0364;2.0372;2007-04-03
2.0313;2.0321;2007-04-04
2.0325;2.0333;2007-04-05
2.0228;2.0236;2007-04-09
2.0274;2.0282;2007-04-10
2.0325;2.0333;2007-04-11
2.0363;2.0371;2007-04-12
2.0223;2.0231;2007-04-13
2.0332;2.034;2007-04-16
2.034;2.0348;2007-04-17
2.0357;2.0365;2007-04-18
2.0304;2.0312;2007-04-19
2.0254;2.0262;2007-04-20
2.0282;2.029;2007-04-23
2.0377;2.0385;2007-04-24
2.0228;2.0236;2007-04-25
2.0244;2.0252;2007-04-26
2.0313;2.0321;2007-04-27
2.0331;2.0339;2007-04-30
2.026;2.0268;2007-05-02
2.0231;2.0239;2007-05-03
2.0301;2.0309;2007-05-04
2.0258;2.0266;2007-05-07
2.0218;2.0226;2007-05-08
2.0214;2.0222;2007-05-09
2.0209;2.0217;2007-05-10
2.0186;2.0194;2007-05-11
2.013;2.0138;2007-05-14
1.9914;1.9922;2007-05-15
1.9578;1.9586;2007-05-16
1.9565;1.9573;2007-05-17
1.9622;1.963;2007-05-18
1.9427;1.9435;2007-05-21
1.9401;1.9409;2007-05-22
1.9481;1.9489;2007-05-23
1.9645;1.9653;2007-05-24
1.9512;1.952;2007-05-25
1.9433;1.9441;2007-05-28
1.9453;1.9461;2007-05-29
1.946;1.9468;2007-05-30
1.9281;1.9289;2007-05-31
1.9048;1.9056;2007-06-01
1.9207;1.9215;2007-06-04
1.9387;1.9395;2007-06-05
1.9609;1.9617;2007-06-06
1.963;1.9638;2007-06-08
1.9465;1.9473;2007-06-11
1.9412;1.942;2007-06-12
1.9434;1.9442;2007-06-13
1.9295;1.9303;2007-06-14
1.9089;1.9097;2007-06-15
1.9039;1.9047;2007-06-18
1.905;1.9058;2007-06-19
1.919;1.9198;2007-06-20
1.9189;1.9197;2007-06-21
1.9326;1.9334;2007-06-22
1.9371;1.9379;2007-06-25
1.948;1.9488;2007-06-26
1.9491;1.9499;2007-06-27
1.9248;1.9256;2007-06-28
1.9254;1.9262;2007-06-29
1.9168;1.9176;2007-07-02
1.9114;1.9122;2007-07-03
1.9091;1.9099;2007-07-04
1.9149;1.9157;2007-07-05
1.9025;1.9033;2007-07-06
1.8984;1.8992;2007-07-09
1.8939;1.8947;2007-07-10
1.8892;1.89;2007-07-11
1.8759;1.8767;2007-07-12
1.8676;1.8684;2007-07-13
1.8639;1.8647;2007-07-16
1.8613;1.8621;2007-07-17
1.8601;1.8609;2007-07-18
1.8528;1.8536;2007-07-19
1.8598;1.8606;2007-07-20
1.844;1.8448;2007-07-23
1.8517;1.8525;2007-07-24
1.8635;1.8643;2007-07-25
1.9046;1.9054;2007-07-26
1.9061;1.9069;2007-07-27
1.8801;1.8809;2007-07-30
1.8768;1.8776;2007-07-31
1.8848;1.8856;2007-08-01
1.8721;1.8729;2007-08-02
1.8806;1.8814;2007-08-03
1.9098;1.9106;2007-08-06
1.9069;1.9077;2007-08-07
1.8858;1.8866;2007-08-08
1.9183;1.9191;2007-08-09
1.9542;1.955;2007-08-10
1.9403;1.9411;2007-08-13
1.9801;1.9809;2007-08-14
2.0035;2.0043;2007-08-15
2.1116;2.1124;2007-08-16
2.0368;2.0376;2007-08-17
2.0272;2.028;2007-08-20
2.0377;2.0385;2007-08-21
2.0165;2.0173;2007-08-22
1.9931;1.9939;2007-08-23
1.9847;1.9855;2007-08-24
1.9481;1.9489;2007-08-27
1.9841;1.9849;2007-08-28
1.9856;1.9864;2007-08-29
1.9769;1.9777;2007-08-30
1.9612;1.962;2007-08-31
1.9539;1.9547;2007-09-03
1.952;1.9528;2007-09-04
1.9632;1.964;2007-09-05
1.9537;1.9545;2007-09-06
1.9583;1.9591;2007-09-10
1.9296;1.9304;2007-09-11
1.9117;1.9125;2007-09-12
1.8983;1.8991;2007-09-13
1.9023;1.9031;2007-09-14
1.9115;1.9123;2007-09-17
1.8952;1.896;2007-09-18
1.8631;1.8639;2007-09-19
1.8629;1.8637;2007-09-20
1.861;1.8618;2007-09-21
1.8686;1.8694;2007-09-24
1.8648;1.8656;2007-09-25
1.8485;1.8493;2007-09-26
1.8401;1.8409;2007-09-27
1.8381;1.8389;2007-09-28
1.8217;1.8225;2007-10-01
1.8227;1.8235;2007-10-02
1.8266;1.8274;2007-10-03
1.8276;1.8284;2007-10-04
1.8084;1.8092;2007-10-05
1.8125;1.8133;2007-10-08
1.81;1.8108;2007-10-09
1.804;1.8048;2007-10-10
1.7912;1.792;2007-10-11
1.807;1.8078;2007-10-15
1.8234;1.8242;2007-10-16
1.813;1.8138;2007-10-17
1.8063;1.8071;2007-10-18
1.7956;1.7964;2007-10-19
1.8198;1.8206;2007-10-22
1.7999;1.8007;2007-10-23
1.7961;1.7969;2007-10-24
1.7888;1.7896;2007-10-25
1.7744;1.7752;2007-10-26
1.7587;1.7595;2007-10-29
1.7544;1.7552;2007-10-30
1.7432;1.744;2007-10-31
1.7452;1.746;2007-11-01
1.7548;1.7556;2007-11-05
1.7317;1.7325;2007-11-06
1.7392;1.74;2007-11-07
1.7346;1.7354;2007-11-08
1.7482;1.749;2007-11-09
1.7732;1.774;2007-11-12
1.7674;1.7682;2007-11-13
1.737;1.7378;2007-11-14
1.7406;1.7414;2007-11-16
1.7585;1.7593;2007-11-19
1.7639;1.7647;2007-11-20
1.7858;1.7866;2007-11-21
1.7739;1.7747;2007-11-22
1.7954;1.7962;2007-11-23
1.8102;1.811;2007-11-26
1.8493;1.8501;2007-11-27
1.801;1.8018;2007-11-28
1.7897;1.7905;2007-11-29
1.7829;1.7837;2007-11-30
1.788;1.7888;2007-12-03
1.8225;1.8233;2007-12-04
1.7948;1.7956;2007-12-05
1.7865;1.7873;2007-12-06
1.7608;1.7616;2007-12-07
1.7612;1.762;2007-12-10
1.7642;1.765;2007-12-11
1.7616;1.7624;2007-12-12
1.7738;1.7746;2007-12-13
1.7951;1.7959;2007-12-14
1.8115;1.8123;2007-12-17
1.8083;1.8091;2007-12-18
1.8011;1.8019;2007-12-19
1.8024;1.8032;2007-12-20
1.7958;1.7966;2007-12-21
1.7901;1.7909;2007-12-24
1.7787;1.7795;2007-12-26
1.7663;1.7671;2007-12-27
1.7705;1.7713;2007-12-28
1.7705;1.7713;2007-12-31
1.7714;1.7722;2008-01-02
1.7561;1.7569;2008-01-03
1.7566;1.7574;2008-01-04
1.7667;1.7675;2008-01-07
1.7546;1.7554;2008-01-08
1.7683;1.7691;2008-01-09
1.762;1.7628;2008-01-10
1.7528;1.7536;2008-01-11
1.7406;1.7414;2008-01-14
1.7442;1.745;2008-01-15
1.7622;1.763;2008-01-16
1.7679;1.7687;2008-01-17
1.7842;1.785;2008-01-18
1.8293;1.8301;2008-01-21
1.8033;1.8041;2008-01-22
1.8139;1.8147;2008-01-23
1.7875;1.7883;2008-01-24
1.7904;1.7912;2008-01-25
1.7898;1.7906;2008-01-28
1.7754;1.7762;2008-01-29
1.7794;1.7802;2008-01-30
1.7595;1.7603;2008-01-31
1.7443;1.7451;2008-02-01
1.7523;1.7531;2008-02-06
1.7619;1.7627;2008-02-07
1.7673;1.7681;2008-02-08
1.7593;1.7601;2008-02-11
1.747;1.7478;2008-02-12
1.7451;1.7459;2008-02-13
1.7461;1.7469;2008-02-14
1.7533;1.7541;2008-02-15
1.7386;1.7394;2008-02-18
1.7321;1.7329;2008-02-19
1.7343;1.7351;2008-02-20
1.7096;1.7104;2008-02-21
1.7032;1.704;2008-02-22
1.7054;1.7062;2008-02-25
1.6874;1.6882;2008-02-26
1.6707;1.6715;2008-02-27
1.6715;1.6723;2008-02-28
1.6825;1.6833;2008-02-29
1.6808;1.6816;2008-03-03
1.6722;1.673;2008-03-04
1.6692;1.67;2008-03-05
1.6712;1.672;2008-03-06
1.6833;1.6841;2008-03-07
1.6988;1.6996;2008-03-10
1.6939;1.6947;2008-03-11
1.6788;1.6796;2008-03-12
1.6963;1.6971;2008-03-13
1.6939;1.6947;2008-03-14
1.724;1.7248;2008-03-17
1.6999;1.7007;2008-03-18
1.7037;1.7045;2008-03-19
1.7416;1.7424;2008-03-20
1.7399;1.7407;2008-03-24
1.7333;1.7341;2008-03-25
1.728;1.7288;2008-03-26
1.7337;1.7345;2008-03-27
1.7448;1.7456;2008-03-28
1.7483;1.7491;2008-03-31
1.7526;1.7534;2008-04-01
1.7265;1.7273;2008-04-02
1.7244;1.7252;2008-04-03
1.7109;1.7117;2008-04-04
1.6982;1.699;2008-04-07
1.703;1.7038;2008-04-08
1.687;1.6878;2008-04-09
1.6814;1.6822;2008-04-10
1.6868;1.6876;2008-04-11
1.6859;1.6867;2008-04-14
1.6814;1.6822;2008-04-15
1.6691;1.6699;2008-04-16
1.658;1.6588;2008-04-17
1.6685;1.6693;2008-04-18
1.6567;1.6575;2008-04-22
1.6574;1.6582;2008-04-23
1.6679;1.6687;2008-04-24
1.668;1.6688;2008-04-25
1.6756;1.6764;2008-04-28
1.705;1.7058;2008-04-29
1.6864;1.6872;2008-04-30
1.6498;1.6506;2008-05-02
1.657;1.6578;2008-05-05
1.6607;1.6615;2008-05-06
1.6733;1.6741;2008-05-07
1.6928;1.6936;2008-05-08
1.6941;1.6949;2008-05-09
1.6735;1.6743;2008-05-12
1.6575;1.6583;2008-05-13
1.6633;1.6641;2008-05-14
1.6593;1.6601;2008-05-15
1.6426;1.6434;2008-05-16
1.6452;1.646;2008-05-19
1.6562;1.657;2008-05-20
1.6484;1.6492;2008-05-21
1.6539;1.6547;2008-05-23
1.6602;1.661;2008-05-26
1.6673;1.6681;2008-05-27
1.6622;1.663;2008-05-28
1.6488;1.6496;2008-05-29
1.6286;1.6294;2008-05-30
1.6312;1.632;2008-06-02
1.6207;1.6215;2008-06-03
1.6299;1.6307;2008-06-04
1.6254;1.6262;2008-06-05
1.6274;1.6282;2008-06-06
1.6257;1.6265;2008-06-09
1.6384;1.6392;2008-06-10
1.642;1.6428;2008-06-11
1.6392;1.64;2008-06-12
1.636;1.6368;2008-06-13
1.6269;1.6277;2008-06-16
1.6119;1.6127;2008-06-17
1.6105;1.6113;2008-06-18
1.6043;1.6051;2008-06-19
1.6034;1.6042;2008-06-20
1.6109;1.6117;2008-06-23
1.6038;1.6046;2008-06-24
1.5993;1.6001;2008-06-25
1.5943;1.5951;2008-06-26
1.6069;1.6077;2008-06-27
1.5911;1.5919;2008-06-30
1.6053;1.6061;2008-07-01
1.5985;1.5993;2008-07-02
1.6081;1.6089;2008-07-03
1.6092;1.61;2008-07-04
1.6033;1.6041;2008-07-07
1.6019;1.6027;2008-07-08
1.6084;1.6092;2008-07-09
1.6139;1.6147;2008-07-10
1.6024;1.6032;2008-07-11
1.5934;1.5942;2008-07-14
1.5902;1.591;2008-07-15
1.5952;1.596;2008-07-16
1.5905;1.5913;2008-07-17
1.593;1.5938;2008-07-18
1.581;1.5818;2008-07-21
1.5803;1.5811;2008-07-22
1.5826;1.5834;2008-07-23
1.5773;1.5781;2008-07-24
1.5737;1.5745;2008-07-25
1.5746;1.5754;2008-07-28
1.5722;1.573;2008-07-29
1.5633;1.5641;2008-07-30
1.5658;1.5666;2008-07-31
1.5585;1.5593;2008-08-01
1.5651;1.5659;2008-08-04
1.5724;1.5732;2008-08-05
1.5774;1.5782;2008-08-06
1.5835;1.5843;2008-08-07
1.6128;1.6136;2008-08-08
1.614;1.6148;2008-08-11
1.6153;1.6161;2008-08-12
1.6203;1.6211;2008-08-13
1.6196;1.6204;2008-08-14
1.6381;1.6389;2008-08-15
1.6341;1.6349;2008-08-18
1.6335;1.6343;2008-08-19
1.6199;1.6207;2008-08-20
1.6135;1.6143;2008-08-21
1.6209;1.6217;2008-08-22
1.6267;1.6275;2008-08-25
1.6367;1.6375;2008-08-26
1.6205;1.6213;2008-08-27
1.6254;1.6262;2008-08-28
1.6336;1.6344;2008-08-29
1.6439;1.6447;2008-09-01
1.6594;1.6602;2008-09-02
1.672;1.6728;2008-09-03
1.7002;1.701;2008-09-04
1.7297;1.7305;2008-09-05
1.7274;1.7282;2008-09-08
1.7536;1.7544;2008-09-09
1.785;1.7858;2008-09-10
1.8247;1.8255;2008-09-11
1.7904;1.7912;2008-09-12
1.8117;1.8125;2008-09-15
1.8402;1.841;2008-09-16
1.8652;1.866;2008-09-17
1.9151;1.9159;2008-09-18
1.839;1.8398;2008-09-19
1.7981;1.7989;2008-09-22
1.8234;1.8242;2008-09-23
1.8437;1.8445;2008-09-24
1.8269;1.8277;2008-09-25
1.8547;1.8555;2008-09-26
1.9551;1.9559;2008-09-29
1.9135;1.9143;2008-09-30
1.9205;1.9213;2008-10-01
2.0073;2.0081;2008-10-02
2.0532;2.054;2008-10-03
2.1761;2.1769;2008-10-06
2.1875;2.1883;2008-10-07
2.3916;2.3924;2008-10-08
2.181;2.1818;2008-10-09
2.2872;2.288;2008-10-10
2.1554;2.1562;2008-10-13
2.0781;2.0789;2008-10-14
2.1543;2.1551;2008-10-15
2.1846;2.1854;2008-10-16
2.1012;2.102;2008-10-17
2.1166;2.1174;2008-10-20
2.1933;2.1941;2008-10-21
2.3642;2.365;2008-10-22
2.3139;2.3147;2008-10-23
2.3104;2.3112;2008-10-24
2.2516;2.2524;2008-10-27
2.1692;2.17;2008-10-28
2.1312;2.132;2008-10-29
2.1143;2.1151;2008-10-30
2.1145;2.1153;2008-10-31
2.181;2.1818;2008-11-03
2.1219;2.1227;2008-11-04
2.1202;2.121;2008-11-05
2.1585;2.1593;2008-11-06
2.1605;2.1613;2008-11-07
2.1327;2.1335;2008-11-10
2.2002;2.201;2008-11-11
2.2624;2.2632;2008-11-12
2.3306;2.3314;2008-11-13
2.2792;2.28;2008-11-14
2.2932;2.294;2008-11-17
2.2988;2.2996;2008-11-18
2.3758;2.3766;2008-11-19
2.3954;2.3962;2008-11-20
2.4269;2.4277;2008-11-21
2.3492;2.35;2008-11-24
2.3048;2.3056;2008-11-25
2.3213;2.3221;2008-11-26
2.2649;2.2657;2008-11-27
2.3323;2.3331;2008-11-28
2.3557;2.3565;2008-12-01
2.3449;2.3457;2008-12-02
2.4205;2.4213;2008-12-03
2.4897;2.4905;2008-12-04
2.4996;2.5004;2008-12-05
2.4681;2.4689;2008-12-08
2.4821;2.4829;2008-12-09
2.4675;2.4683;2008-12-10
2.3389;2.3397;2008-12-11
2.3912;2.392;2008-12-12
2.3682;2.369;2008-12-15
2.3775;2.3783;2008-12-16
2.3568;2.3576;2008-12-17
2.3564;2.3572;2008-12-18
2.3851;2.3859;2008-12-19
2.3732;2.374;2008-12-22
2.3821;2.3829;2008-12-23
2.3743;2.3751;2008-12-24
2.3605;2.3613;2008-12-26
2.3948;2.3956;2008-12-29
2.3362;2.337;2008-12-30
2.3362;2.337;2008-12-31
2.329;2.3298;2009-01-02
2.2772;2.278;2009-01-05
2.1881;2.1889;2009-01-06
2.2166;2.2174;2009-01-07
2.2675;2.2683;2009-01-08
2.2859;2.2867;2009-01-09
2.2961;2.2969;2009-01-12
2.3075;2.3083;2009-01-13
2.3333;2.3341;2009-01-14
2.3795;2.3803;2009-01-15
2.324;2.3248;2009-01-16
2.3298;2.3306;2009-01-19
2.354;2.3548;2009-01-20
2.3536;2.3544;2009-01-21
2.3291;2.3299;2009-01-22
2.356;2.3568;2009-01-23
2.3141;2.3149;2009-01-26
2.3101;2.3109;2009-01-27
2.2974;2.2982;2009-01-28
2.2753;2.2761;2009-01-29
2.3154;2.3162;2009-01-30
2.3467;2.3475;2009-02-02
2.3136;2.3144;2009-02-03
2.2986;2.2994;2009-02-04
2.3057;2.3065;2009-02-05
2.265;2.2658;2009-02-06
2.2438;2.2446;2009-02-09
2.252;2.2528;2009-02-10
2.2862;2.287;2009-02-11
2.2901;2.2909;2009-02-12
2.2672;2.268;2009-02-13
2.2711;2.2719;2009-02-16
2.3123;2.3131;2009-02-17
2.3388;2.3396;2009-02-18
2.3241;2.3249;2009-02-19
2.3908;2.3916;2009-02-20
2.3806;2.3814;2009-02-25
2.3495;2.3503;2009-02-26
2.3776;2.3784;2009-02-27
2.4113;2.4121;2009-03-02
2.421;2.4218;2009-03-03
2.3909;2.3917;2009-03-04
2.3814;2.3822;2009-03-05
2.376;2.3768;2009-03-06
2.3773;2.3781;2009-03-09
2.3507;2.3515;2009-03-10
2.3358;2.3366;2009-03-11
2.315;2.3158;2009-03-12
2.3004;2.3012;2009-03-13
2.2697;2.2705;2009-03-16
2.2825;2.2833;2009-03-17
2.2798;2.2806;2009-03-18
2.2371;2.2379;2009-03-19
2.2559;2.2567;2009-03-20
2.2497;2.2505;2009-03-23
2.2559;2.2567;2009-03-24
2.2427;2.2435;2009-03-25
2.2367;2.2375;2009-03-26
2.2737;2.2745;2009-03-27
2.3289;2.3297;2009-03-30
2.3144;2.3152;2009-03-31
2.2891;2.2899;2009-04-01
2.2347;2.2355;2009-04-02
2.2064;2.2072;2009-04-03
2.2244;2.2252;2009-04-06
2.2241;2.2249;2009-04-07
2.2006;2.2014;2009-04-08
2.1758;2.1766;2009-04-09
2.1691;2.1699;2009-04-13
2.1868;2.1876;2009-04-14
2.1984;2.1992;2009-04-15
2.1783;2.1791;2009-04-16
2.1856;2.1864;2009-04-17
2.2342;2.235;2009-04-20
2.212;2.2128;2009-04-22
2.2099;2.2107;2009-04-23
2.1925;2.1933;2009-04-24
2.2157;2.2165;2009-04-27
2.2029;2.2037;2009-04-28
2.183;2.1838;2009-04-29
2.1775;2.1783;2009-04-30
2.1361;2.1369;2009-05-04
2.1468;2.1476;2009-05-05
2.1205;2.1213;2009-05-06
2.0976;2.0984;2009-05-07
2.0742;2.075;2009-05-08
2.0571;2.0579;2009-05-11
2.0641;2.0649;2009-05-12
2.0984;2.0992;2009-05-13
2.0921;2.0929;2009-05-14
2.0754;2.0762;2009-05-15
2.0776;2.0784;2009-05-18
2.048;2.0488;2009-05-19
2.0191;2.0199;2009-05-20
2.0256;2.0264;2009-05-21
2.0271;2.0279;2009-05-22
2.0226;2.0234;2009-05-25
2.0253;2.0261;2009-05-26
2.0087;2.0095;2009-05-27
2.0136;2.0144;2009-05-28
1.9722;1.973;2009-05-29
1.9432;1.944;2009-06-01
1.9362;1.937;2009-06-02
1.9592;1.96;2009-06-03
1.9489;1.9497;2009-06-04
1.9526;1.9534;2009-06-05
1.9696;1.9704;2009-06-08
1.9377;1.9385;2009-06-09
1.9466;1.9474;2009-06-10
1.9293;1.9301;2009-06-12
1.945;1.9458;2009-06-15
1.9453;1.9461;2009-06-16
1.9776;1.9784;2009-06-17
1.9701;1.9709;2009-06-18
1.9584;1.9592;2009-06-19
2.0066;2.0074;2009-06-22
2.0011;2.0019;2009-06-23
1.9716;1.9724;2009-06-24
1.9554;1.9562;2009-06-25
1.9388;1.9396;2009-06-26
1.9479;1.9487;2009-06-29
1.9508;1.9516;2009-06-30
1.9334;1.9342;2009-07-01
1.9461;1.9469;2009-07-02
1.9466;1.9474;2009-07-03
1.9703;1.9711;2009-07-06
1.9633;1.9641;2009-07-07
1.9974;1.9982;2009-07-08
1.9913;1.9921;2009-07-09
2.0139;2.0147;2009-07-10
1.9887;1.9895;2009-07-13
1.9696;1.9704;2009-07-14
1.9412;1.942;2009-07-15
1.9332;1.934;2009-07-16
1.9282;1.929;2009-07-17
1.906;1.9068;2009-07-20
1.9035;1.9043;2009-07-21
1.9021;1.9029;2009-07-22
1.8914;1.8922;2009-07-23
1.8952;1.896;2009-07-24
1.8829;1.8837;2009-07-27
1.8811;1.8819;2009-07-28
1.8974;1.8982;2009-07-29
1.8803;1.8811;2009-07-30
1.8718;1.8726;2009-07-31
1.8361;1.8369;2009-08-03
1.8264;1.8272;2009-08-04
1.8173;1.8181;2009-08-05
1.834;1.8348;2009-08-06
1.8224;1.8232;2009-08-07
1.8404;1.8412;2009-08-10
1.8449;1.8457;2009-08-11
1.8378;1.8386;2009-08-12
1.8317;1.8325;2009-08-13
1.8377;1.8385;2009-08-14
1.8674;1.8682;2009-08-17
1.8566;1.8574;2009-08-18
1.8425;1.8433;2009-08-19
1.8426;1.8434;2009-08-20
1.8289;1.8297;2009-08-21
1.8331;1.8339;2009-08-24
1.8411;1.8419;2009-08-25
1.8662;1.867;2009-08-26
1.8661;1.8669;2009-08-27
1.8732;1.874;2009-08-28
1.8856;1.8864;2009-08-31
1.8821;1.8829;2009-09-01
1.903;1.9038;2009-09-02
1.8694;1.8702;2009-09-03
1.8493;1.8501;2009-09-04
1.8246;1.8254;2009-09-08
1.8272;1.828;2009-09-09
1.8253;1.8261;2009-09-10
1.8171;1.8179;2009-09-11
1.8189;1.8197;2009-09-14
1.8079;1.8087;2009-09-15
1.7976;1.7984;2009-09-16
1.8086;1.8094;2009-09-17
1.8041;1.8049;2009-09-18
1.8164;1.8172;2009-09-21
1.8053;1.8061;2009-09-22
1.7908;1.7916;2009-09-23
1.7909;1.7917;2009-09-24
1.8009;1.8017;2009-09-25
1.7902;1.791;2009-09-28
1.792;1.7928;2009-09-29
1.7773;1.7781;2009-09-30
1.7786;1.7794;2009-10-01
1.7836;1.7844;2009-10-02
1.7665;1.7673;2009-10-05
1.7525;1.7533;2009-10-06
1.7587;1.7595;2009-10-07
1.7404;1.7412;2009-10-08
1.7381;1.7389;2009-10-09
1.729;1.7298;2009-10-13
1.7091;1.7099;2009-10-14
1.7029;1.7037;2009-10-15
1.7127;1.7135;2009-10-16
1.7122;1.713;2009-10-19
1.7442;1.745;2009-10-20
1.7432;1.744;2009-10-21
1.7296;1.7304;2009-10-22
1.7105;1.7113;2009-10-23
1.7149;1.7157;2009-10-26
1.7334;1.7342;2009-10-27
1.7439;1.7447;2009-10-28
1.7428;1.7436;2009-10-29
1.7432;1.744;2009-10-30
1.758;1.7588;2009-11-03
1.7263;1.7271;2009-11-04
1.7232;1.724;2009-11-05
1.7171;1.7179;2009-11-06
1.7016;1.7024;2009-11-09
1.7088;1.7096;2009-11-10
1.7104;1.7112;2009-11-11
1.7242;1.725;2009-11-12
1.7282;1.729;2009-11-13
1.7119;1.7127;2009-11-16
1.7145;1.7153;2009-11-17
1.7095;1.7103;2009-11-18
1.7279;1.7287;2009-11-19
1.7348;1.7356;2009-11-20
1.7237;1.7245;2009-11-23
1.7274;1.7282;2009-11-24
1.7264;1.7272;2009-11-25
1.7401;1.7409;2009-11-26
1.7435;1.7443;2009-11-27
1.7497;1.7505;2009-11-30
1.7285;1.7293;2009-12-01
1.7193;1.7201;2009-12-02
1.7088;1.7096;2009-12-03
1.7123;1.7131;2009-12-04
1.7294;1.7302;2009-12-07
